Package received,time received,time send,package send,rssi,snr,freqError
1,18:52:56,18:50:35,1,-111,-6.25,416
2,18:52:58,18:50:38,2,-111,-5.50,416
3,18:53:00,18:50:40,3,-110,-6.25,414
4,18:53:03,18:50:42,4,-110,-5.50,414
5,18:53:05,18:50:45,5,-110,-6.25,416
6,18:53:07,18:50:47,6,-110,-6.00,414
7,18:53:10,18:50:49,7,-110,-5.75,414
8,18:53:12,18:50:52,8,-110,-6.25,409
9,18:53:14,18:50:54,9,-109,-7.00,412
10,18:53:17,18:50:56,10,-109,-6.50,409
11,18:53:19,18:50:59,11,-111,-4.50,409
12,18:53:21,18:51:01,12,-110,-5.25,405
13,18:53:24,18:51:03,13,-109,-6.50,409
14,18:53:26,18:51:06,14,-110,-5.50,405
15,18:53:28,18:51:08,15,-110,-6.50,409
16,18:53:31,18:51:10,16,-109,-8.25,407
17,18:53:33,18:51:13,17,-110,-6.25,407
18,18:53:35,18:51:15,18,-111,-6.75,409
19,18:53:38,18:51:17,19,-111,-5.75,407
20,18:53:40,18:51:20,20,-110,-7.00,405
21,18:53:42,18:51:22,21,-111,-6.50,407
22,18:53:45,18:51:24,22,-110,-6.75,407
23,18:53:47,18:51:27,23,-110,-6.50,405
24,18:53:49,18:51:29,24,-110,-6.00,405
25,18:53:52,18:51:31,25,-110,-7.00,403
26,18:53:54,18:51:34,26,-110,-6.50,403
27,18:53:56,18:51:36,27,-111,-6.50,405
28,18:53:59,18:51:38,28,-111,-5.75,407
29,18:54:01,18:51:41,29,-111,-7.25,405
30,18:54:03,18:51:43,30,-111,-7.50,405
31,18:54:06,18:51:45,31,-110,-6.25,403
32,18:54:08,18:51:48,32,-111,-7.00,401
33,18:54:10,18:51:50,33,-111,-5.00,405
34,18:54:13,18:51:52,34,-111,-6.00,407
35,18:54:15,18:51:55,35,-111,-6.25,407
36,18:54:17,18:51:57,36,-110,-6.50,405
37,18:54:20,18:51:59,37,-110,-6.75,409
38,18:54:22,18:52:02,38,-111,-7.00,409
39,18:54:24,18:52:04,39,-110,-7.00,412
40,18:54:29,18:52:09,41,-111,-5.75,409
41,18:54:31,18:52:11,42,-110,-7.50,414
42,18:54:34,18:52:13,43,-112,-7.50,414
43,18:54:36,18:52:16,44,-111,-8.25,412
44,18:54:38,18:52:18,45,-111,-7.25,414
45,18:54:41,18:52:20,46,-111,-8.00,412
46,18:54:43,18:52:23,47,-111,-7.25,412
47,18:54:45,18:52:25,48,-111,-7.00,409
48,18:54:48,18:52:27,49,-110,-6.00,412
49,18:54:50,18:52:30,50,-111,-7.25,412
50,18:54:52,18:52:32,51,-111,-9.25,414
51,18:54:55,18:52:34,52,-112,-7.50,414
52,18:54:57,18:52:37,53,-112,-7.00,414
53,18:54:59,18:52:39,54,-111,-7.50,414
54,18:55:02,18:52:41,55,-112,-7.00,416
55,18:55:04,18:52:44,56,-111,-7.00,414
56,18:55:06,18:52:46,57,-112,-7.50,414
57,18:55:09,18:52:48,58,-110,-6.75,416
58,18:55:11,18:52:51,59,-111,-4.25,414
59,18:55:13,18:52:53,60,-111,-10.50,414
60,18:55:16,18:52:55,61,-110,-9.50,420
61,18:55:18,18:52:58,62,-111,-8.75,420
62,18:55:20,18:53:00,63,-111,-9.25,416
63,18:55:23,18:53:02,64,-111,-8.00,414
64,18:55:25,18:53:05,65,-110,-9.75,416
65,18:55:27,18:53:07,66,-112,-8.25,420
66,18:55:30,18:53:09,67,-111,-10.50,418
67,18:55:32,18:53:12,68,-111,-7.75,416
68,18:55:34,18:53:14,69,-111,-9.25,416
69,18:55:37,18:53:16,70,-112,-8.75,416
70,18:55:39,18:53:19,71,-110,-9.75,416
71,18:55:41,18:53:21,72,-111,-7.75,418
72,18:55:44,18:53:23,73,-112,-8.00,414
73,18:55:46,18:53:26,74,-111,-8.50,412
74,18:55:48,18:53:28,75,-112,-8.75,414
75,18:55:51,18:53:30,76,-111,-9.50,409
